ACCIDENT_NO,ABS_CODE,Date,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,LONGITUDE,LATITUDE,LGA_NAME,FATALITY,DEG_URBAN_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME,Rainfall amount (millimetres),Maximum temperature (Degree C)
T20160015871,Driving accident,2016/07/20,19:15:00,Collision with vehicle,Tuesday,144.97894925,-37.82387268,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.8,16.1
T20160021376,Driving accident,2016/10/02,19:24:00,Collision with vehicle,Sunday,144.96367495,-37.82465049,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,24.0
T20160021336,Driving accident,2016/10/02,04:25:00,Collision with vehicle,Sunday,144.96200947,-37.82743699,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,24.0
T20160021338,Driving accident,2016/10/02,06:50:00,Collision with vehicle,Sunday,144.94826649,-37.79397498,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.0
T20160021359,Driving accident,2016/10/02,10:20:00,Collision with vehicle,Sunday,144.98183092,-37.83423029,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.0
T20160017891,Driving accident,2016/08/12,17:10:00,Collision with vehicle,Friday,144.93172511,-37.82618509,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,14.1
T20160017660,Driving accident,2016/08/12,16:30:00,Collision with vehicle,Thursday,144.9687723,-37.80817083,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.1
T20160017741,Driving accident,2016/08/12,21:50:00,Collision with vehicle,Friday,144.95806519,-37.79713465,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.1
T20160017921,Driving accident,2016/08/16,08:15:00,Collision with vehicle,Tuesday,144.89894319,-37.82981974,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,18.2
T20160014442,Driving accident,2016/07/03,04:20:00,Collision with vehicle,Sunday,144.95194873,-37.82183279,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,16.7
T20160016397,Driving accident,2016/07/27,15:10:00,Collision with vehicle,Tuesday,144.93266027,-37.81852239,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.4,12.9
T20160016444,Driving accident,2016/07/27,09:10:00,Collision with vehicle,Tuesday,144.95852215,-37.80408221,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,12.9
T20160022006,Driving accident,2016/10/11,13:20:00,Collision with vehicle,Monday,144.95367193,-37.82149819,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.4,15.1
T20160023203,Driving accident,2016/10/11,09:00:00,No collision and no object struck,Tuesday,144.96906513,-37.80733067,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.4,15.1
T20160021880,Driving accident,2016/08/19,17:45:00,Collision with vehicle,Friday,144.94399789,-37.80034546,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,16.4
T20160018247,Driving accident,2016/08/20,12:58:00,Other accident,Saturday,144.95561683,-37.82233665,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,9.4,13.6
T20170012211,Driving accident,2016/08/20,19:00:00,Other accident,Saturday,144.9582194,-37.82211592,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,9.4,13.6
T20160021929,Driving accident,2016/10/08,10:20:00,Collision with vehicle,Saturday,144.93350111,-37.79482068,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.9
T20160021828,Driving accident,2016/10/08,16:12:00,Collision with vehicle,Saturday,144.96834355,-37.79226204,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,16.9
T20160022069,Driving accident,2016/10/10,08:30:00,No collision and no object struck,Sunday,144.98466581,-37.82929518,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.8,16.8
T20160021987,Driving accident,2016/10/10,16:30:00,Collision with vehicle,Monday,144.92545201,-37.79925063,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.8,16.8
T20160021944,Driving accident,2016/10/10,16:52:00,Collision with vehicle,Monday,144.94696802,-37.80709104,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.8,16.8
T20160022015,Driving accident,2016/10/10,18:10:00,Collision with vehicle,Monday,144.94687788,-37.80709696,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.8,16.8
T20160022258,Driving accident,2016/10/14,09:40:00,Collision with vehicle,Friday,144.97848932,-37.80903799,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,22.7
T20160022236,Driving accident,2016/10/14,08:30:00,Collision with vehicle,Friday,144.92458369,-37.78762807,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,22.7
T20160022348,Driving accident,2016/10/14,16:15:00,Collision with vehicle,Friday,144.9537605,-37.80883345,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,22.7
T20160015075,Driving accident,2016/07/11,08:00:00,Collision with vehicle,Monday,144.96889336,-37.82932223,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.6,16.0
T20160015168,Driving accident,2016/07/11,18:15:00,Collision with vehicle,Monday,144.96795381,-37.80840517,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.6,16.0
T20160017467,Driving accident,2016/08/09,17:00:00,Collision with vehicle,Tuesday,144.95950605,-37.80620264,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.9
T20160017440,Driving accident,2016/08/09,16:50:00,Collision with vehicle,Tuesday,144.95091599,-37.82712166,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,18.9
T20160018611,Driving accident,2016/08/25,15:15:00,Collision with vehicle,Thursday,144.97885009,-37.84592209,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.2,13.0
T20160019067,Driving accident,2016/08/25,09:28:00,No collision and no object struck,Thursday,144.98724841,-37.81660626,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.2,13.0
T20160018604,Driving accident,2016/08/25,14:54:00,Struck Pedestrian,Wednesday,144.96961882,-37.81018081,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.2,13.0
T20160018621,Driving accident,2016/08/25,16:42:00,Collision with vehicle,Wednesday,144.93156156,-37.82120113,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.2,13.0
T20160016932,Driving accident,2016/08/02,12:30:00,Collision with vehicle,Tuesday,144.95551782,-37.80369672,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,14.4,13.4
T20160016846,Driving accident,2016/08/02,09:58:00,Struck Pedestrian,Tuesday,144.94269873,-37.80688516,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,14.4,13.4
T20160016868,Driving accident,2016/08/02,10:12:00,Collision with vehicle,Tuesday,144.96877831,-37.80817214,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,14.4,13.4
T20160016898,Driving accident,2016/08/02,19:35:00,Collision with vehicle,Tuesday,144.96888247,-37.82932979,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,14.4,13.4
T20160016899,Driving accident,2016/08/02,13:45:00,Struck Pedestrian,Monday,144.96302272,-37.82170915,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,14.4,13.4
T20160017014,Driving accident,2016/08/02,17:30:00,Collision with vehicle,Tuesday,144.97172301,-37.80797024,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,14.4,13.4
T20160017019,Driving accident,2016/08/03,06:30:00,Struck Pedestrian,Wednesday,144.96564857,-37.8135103,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.8,12.8
T20160017690,Driving accident,2016/08/13,03:30:00,Collision with vehicle,Saturday,144.98117366,-37.83749929,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.6,15.1
T20160017750,Driving accident,2016/08/13,20:55:00,Struck Pedestrian,Saturday,144.9705549,-37.79747388,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.6,15.1
T20160018961,Driving accident,2016/08/30,06:50:00,Collision with vehicle,Tuesday,144.96100117,-37.82271869,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,16.8
T20160018988,Driving accident,2016/08/30,11:00:00,Collision with vehicle,Monday,144.93191001,-37.80905783,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,16.8
T20160019002,Driving accident,2016/08/30,20:10:00,Collision with a fixed object,Monday,144.96063785,-37.8278678,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,16.8
T20160019080,Driving accident,2016/08/31,16:35:00,Collision with vehicle,Wednesday,144.95757887,-37.80183082,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.8,20.2
T20160019074,Driving accident,2016/08/31,17:50:00,No collision and no object struck,Wednesday,144.95654343,-37.81803773,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.8,20.2
T20160017308,Driving accident,2016/08/07,10:30:00,Struck Pedestrian,Sunday,144.95589566,-37.80585618,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,16.6
T20160022634,Driving accident,2016/10/19,13:30:00,Collision with vehicle,Wednesday,144.91071308,-37.8013379,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.6,16.5
T20160022673,Driving accident,2016/10/19,17:40:00,Collision with vehicle,Wednesday,144.95907367,-37.81093552,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.6,16.5
T20160022612,Driving accident,2016/10/19,11:00:00,Collision with vehicle,Wednesday,144.96412456,-37.81647282,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.6,16.5
T20160022619,Driving accident,2016/10/19,08:00:00,Collision with vehicle,Wednesday,144.98352736,-37.82395739,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.6,16.5
T20160022599,Driving accident,2016/10/19,09:00:00,Collision with vehicle,Wednesday,144.92159734,-37.82400699,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.6,16.5
T20160023193,Driving accident,2016/10/25,11:50:00,Struck Pedestrian,Monday,144.9658311,-37.81388677,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,25.7
T20160023222,Driving accident,2016/10/25,23:30:00,Struck Pedestrian,Tuesday,144.95705746,-37.82552022,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,25.7
T20160023080,Driving accident,2016/10/25,07:27:00,Collision with vehicle,Tuesday,144.99081054,-37.81289811,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.2,25.7
T20160023196,Driving accident,2016/10/26,16:45:00,Collision with vehicle,Wednesday,144.96604914,-37.81782827,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.5
T20160023249,Driving accident,2016/10/26,06:30:00,Collision with vehicle,Wednesday,144.98207421,-37.82784379,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.5
T20160023214,Driving accident,2016/10/26,16:30:00,Collision with vehicle,Wednesday,144.96681323,-37.82997942,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.5
T20160019276,Driving accident,2016/09/02,18:30:00,Collision with vehicle,Friday,144.98050256,-37.81581413,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.4,15.0
T20160019222,Driving accident,2016/09/02,12:45:00,Collision with vehicle,Friday,144.94866041,-37.82667031,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.4,15.0
T20160019418,Driving accident,2016/09/02,13:10:00,Collision with vehicle,Thursday,144.93234906,-37.81942752,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.4,15.0
T20160018335,Driving accident,2016/08/22,09:46:00,Struck Pedestrian,Sunday,144.95524756,-37.79953127,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,5.6,16.0
T20160018368,Driving accident,2016/08/22,16:20:00,Collision with vehicle,Sunday,144.94336868,-37.82582013,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,5.6,16.0
T20160018396,Driving accident,2016/08/22,22:07:00,Collision with vehicle,Monday,144.9853835,-37.81525207,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,5.6,16.0
T20160018464,Driving accident,2016/08/24,02:35:00,Collision with vehicle,Wednesday,144.98519501,-37.8105781,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,12.7
T20160021059,Driving accident,2016/08/24,06:30:00,Collision with vehicle,Wednesday,144.95654598,-37.8005517,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,12.7
T20160022738,Driving accident,2016/10/20,19:34:00,Collision with vehicle,Thursday,144.98822193,-37.81441161,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.8
T20160022697,Driving accident,2016/10/20,13:59:00,Collision with a fixed object,Thursday,144.94330866,-37.79027168,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.8
T20160022767,Driving accident,2016/10/20,20:00:00,Collision with vehicle,Wednesday,144.94867146,-37.80548433,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.8
T20160022702,Driving accident,2016/10/20,14:15:00,Collision with vehicle,Thursday,144.99090073,-37.81259119,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,21.8
T20160019469,Driving accident,2016/09/06,11:30:00,Struck Pedestrian,Tuesday,144.92800073,-37.78800123,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,21.5
T20160017830,Driving accident,2016/08/15,08:20:00,Collision with vehicle,Monday,144.96928622,-37.80911175,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.1
T20160017866,Driving accident,2016/08/15,12:25:00,Collision with vehicle,Monday,144.98937462,-37.82174892,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,18.1
T20160017910,Driving accident,2016/08/15,15:40:00,Collision with vehicle,Monday,144.9529927,-37.82241428,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.1
T20160023515,Driving accident,2016/10/29,18:45:00,Struck Pedestrian,Saturday,144.95754405,-37.80601538,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,25.6
T20160023462,Driving accident,2016/10/29,10:00:00,Collision with vehicle,Saturday,144.96253134,-37.82734714,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,25.6
T20160023409,Driving accident,2016/10/29,15:00:00,No collision and no object struck,Friday,144.96124301,-37.81995344,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,25.6
T20160022984,Driving accident,2016/10/03,10:00:00,Collision with vehicle,Monday,144.96200533,-37.81781312,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,9.2,15.9
T20160021437,Driving accident,2016/10/03,15:34:00,Struck Pedestrian,Monday,144.96761436,-37.79608693,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,9.2,15.9
T20160021438,Driving accident,2016/10/03,17:25:00,No collision and no object struck,Monday,144.94854229,-37.82069307,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,9.2,15.9
T20160021394,Driving accident,2016/10/03,08:20:00,Collision with vehicle,Monday,144.97575,-37.83688999,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,9.2,15.9
T20160023306,Driving accident,2016/09/29,16:00:00,collision with some other object,Wednesday,144.92926588,-37.80900266,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,1.8,16.7
T20160021218,Driving accident,2016/09/29,20:50:00,Collision with vehicle,Thursday,144.9680453,-37.81508184,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.8,16.7
T20160015497,Driving accident,2016/07/16,14:30:00,No collision and no object struck,Saturday,144.93607326,-37.82553636,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,13.7
T20160015834,Driving accident,2016/07/16,10:43:00,Collision with vehicle,Friday,144.98953412,-37.82056962,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,13.7
T20160019329,Driving accident,2016/09/04,13:30:00,Collision with vehicle,Sunday,144.93043606,-37.79446717,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,16.9
T20160023826,Driving accident,2016/11/04,11:40:00,Collision with vehicle,Friday,144.98961508,-37.82029112,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,29.2
T20160026190,Driving accident,2016/11/04,13:33:00,Collision with vehicle,Friday,144.94553979,-37.80258599,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,29.2
T20160024011,Driving accident,2016/11/04,16:40:00,Collision with vehicle,Friday,144.95708358,-37.81938484,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,29.2
T20160024378,Driving accident,2016/11/11,16:10:00,Collision with vehicle,Friday,144.97381407,-37.82161861,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,23.8
T20160024365,Driving accident,2016/11/11,16:50:00,Collision with vehicle,Thursday,144.9628972,-37.80665693,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.8
T20160024069,Driving accident,2016/11/07,08:45:00,Collision with vehicle,Monday,144.97225435,-37.8157593,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,25.9
T20160024019,Driving accident,2016/11/07,12:37:00,Collision with vehicle,Monday,144.96611541,-37.79698655,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,25.9
T20160024633,Driving accident,2016/11/09,07:30:00,Collision with vehicle,Wednesday,144.97551999,-37.8362702,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.4
T20160024143,Driving accident,2016/11/09,08:15:00,Collision with vehicle,Tuesday,144.93964093,-37.81399888,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,17.4
T20160024183,Driving accident,2016/11/09,08:05:00,Collision with vehicle,Wednesday,144.9266535,-37.7878153,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,17.4
T20160025197,Driving accident,2016/11/09,15:10:00,Collision with vehicle,Tuesday,144.94940871,-37.79806049,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.4
T20160018750,Driving accident,2016/08/26,22:40:00,Collision with a fixed object,Friday,144.95620006,-37.80593488,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,14.4
T20160018685,Driving accident,2016/08/26,10:30:00,No collision and no object struck,Friday,144.91108371,-37.82295744,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,14.4
T20160019811,Driving accident,2016/09/05,09:42:00,Collision with vehicle,Monday,144.98869783,-37.82469828,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,18.4
T20160020282,Driving accident,2016/09/05,08:40:00,Collision with vehicle,Monday,144.96632636,-37.82652859,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,18.4
T20160021539,Driving accident,2016/09/05,08:45:00,Collision with vehicle,Monday,144.95948005,-37.79995103,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.4
T20160019955,Driving accident,2016/09/12,15:05:00,Struck Pedestrian,Monday,144.97107579,-37.82092962,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,1.6,13.6
T20160019969,Driving accident,2016/09/12,14:15:00,Struck Pedestrian,Monday,144.95708259,-37.82552887,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.6,13.6
T20160024485,Driving accident,2016/10/13,18:10:00,Collision with vehicle,Thursday,144.95629288,-37.81622452,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,4.2,14.6
T20160022208,Driving accident,2016/10/13,22:20:00,Collision with vehicle,Thursday,144.90124037,-37.83141886,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,4.2,14.6
T20160022667,Driving accident,2016/10/13,15:00:00,Collision with vehicle,Thursday,144.96751801,-37.81745363,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,4.2,14.6
T20160016726,Driving accident,2016/07/31,15:39:00,Vehicle overturned (no collision),Sunday,144.90641225,-37.81185332,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.0,17.0
T20160024652,Driving accident,2016/11/15,22:23:00,Collision with vehicle,Monday,144.97135893,-37.79256556,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,19.2
