,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME
15297,15298,T20150016528,Driving accident,Finished,2015/08/08,18:40:00,Yes,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.97742764,-37.82242391,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Freeway,Metro
15298,15299,T20150016529,Driving accident,Finished,2015/08/08,18:51:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.93205842,-37.8200929,MELBOURNE,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Freeway,Metro
15311,15312,T20150014306,Driving accident,Finished,2015/07/08,14:23:00,No,Struck Pedestrian,Wednesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,Yes,Day,Yes,Not at intersection,Other injury accident,Not known,No,144.95320965,-37.81497316,MELBOURNE,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15345,15346,T20150016654,Driving accident,Finished,2015/07/28,19:35:00,Yes,Collision with vehicle,Tuesday,ENTERING PARKING,No,Dark Street lights unknown,No,Not at intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15360,15361,T20150017134,Driving accident,Finished,2015/08/17,12:09:00,No,Collision with a fixed object,Monday,PARKED CAR RUN AWAY,No,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,144.97215732,-37.81485825,MELBOURNE,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,0.0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15373,15374,T20150015511,Driving accident,Finished,2015/05/14,00:40:00,Yes,collision with some other object,Thursday,TEMPORARY ROADWORKS,No,Dark Street lights unknown,No,T intersection,Other injury accident,40 km/hr,No,144.95711318,-37.8254971,MELBOURNE,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15374,15375,T20150015524,Driving accident,Finished,2015/07/25,13:36:00,No,Collision with vehicle,Saturday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,Yes,Day,Yes,Not at intersection,Other injury accident,40 km/hr,No,144.96235853,-37.81007445,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15381,15382,T20150014365,Driving accident,Finished,2015/07/09,12:20:00,No,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.9156669,-37.78152086,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,MOONEE VALLEY",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15427,15428,T20150017915,Driving accident,Finished,2015/08/22,13:00:00,No,Collision with vehicle,Saturday,LEFT TURN SIDESWIPE,Not known,Day,No,Not at intersection,Serious injury accident,60 km/hr,No,144.94192183,-37.78922279,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15456,15457,T20150017485,Driving accident,Finished,2015/08/22,11:20:00,No,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Day,No,Cross intersection,Other injury accident,Not known,No,144.9573535,-37.79969343,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15469,15470,T20150016870,Driving accident,Finished,2015/07/21,19:00:00,Yes,Vehicle overturned (no collision),Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,No,Not at intersection,Serious injury accident,50 km/hr,No,144.95599718,-37.82299707,MELBOURNE,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15471,15472,T20150017928,Driving accident,Finished,2015/08/28,18:45:00,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,50 km/hr,No,144.95487534,-37.81443336,MELBOURNE,METROPOLITAN NORTH WEST REGION,5.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15511,15512,T20150018070,Driving accident,Finished,2015/08/29,02:00:00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.96989236,-37.8234133,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15513,15514,T20150018089,Driving accident,Finished,2015/08/27,13:50:00,No,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,No,T intersection,Other injury accident,60 km/hr,No,144.98915754,-37.82307549,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,YARRA",METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro
15539,15540,T20150013858,Driving accident,Finished,2015/07/01,17:15:00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.95396989,-37.81254782,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15601,15602,T20150015993,Driving accident,Finished,2015/07/17,20:45:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,Not at intersection,Other injury accident,50 km/hr,No,144.96765615,-37.81739655,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15611,15612,T20150017015,Driving accident,Finished,2015/08/07,20:45:00,Yes,Collision with vehicle,Friday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,40 km/hr,No,144.96785044,-37.81738572,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15621,15622,T20150017790,Driving accident,Finished,2015/08/26,13:40:00,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,No,144.92155815,-37.80228714,MELBOURNE,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15626,15627,T20150014932,Driving accident,Finished,2015/07/17,18:00:00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,No,Dark Street lights on,Yes,Multiple intersection,Other injury accident,60 km/hr,No,144.92128193,-37.78739995,MELBOURNE,METROPOLITAN NORTH WEST REGION,5.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,MOONEE VALLEY",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15638,15639,T20150018358,Driving accident,Finished,2015/09/03,17:23:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),Yes,Dusk/Dawn,Yes,T intersection,Other injury accident,60 km/hr,No,144.96581377,-37.82182382,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro
15656,15657,T20150017092,Driving accident,Finished,2015/08/03,16:30:00,No,Collision with vehicle,Monday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,Not known,No,144.97251342,-37.81368586,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15680,15681,T20150016131,Driving accident,Finished,2015/07/20,18:00:00,Yes,No collision and no object struck,Monday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,Not known,Not at intersection,Serious injury accident,40 km/hr,No,144.96639846,-37.81511353,MELBOURNE,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,0.0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15740,15741,T20150018436,Driving accident,Finished,2015/08/23,10:25:00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,50 km/hr,No,144.95901979,-37.78995624,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15772,15773,T20150017302,Driving accident,Finished,2015/08/13,08:30:00,No,Collision with vehicle,Thursday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Unk.,No,T intersection,Serious injury accident,60 km/hr,No,144.95875907,-37.79981371,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
15789,15790,T20150014860,Driving accident,Finished,2015/07/16,22:25:00,Yes,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.96289913,-37.82859561,MELBOURNE,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro
15805,15806,T20150016369,Driving accident,Finished,2015/07/21,19:00:00,Yes,No collision and no object struck,Tuesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,No,Cross intersection,Other injury accident,60 km/hr,No,144.95785858,-37.82711462,MELBOURNE,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
15807,15808,T20150016431,Driving accident,Finished,2015/08/07,10:00:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,144.92293607,-37.82803921,MELBOURNE,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Freeway,Metro
15825,15826,T20150015443,Driving accident,Finished,2015/07/24,14:25:00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,144.98869566,-37.82546652,MELBOURNE,METROPOLITAN NORTH WEST REGION,4.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,YARRA",METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro
15851,15852,T20150016502,Driving accident,Finished,2015/08/08,11:15:00,No,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,60 km/hr,No,144.92889999,-37.78806999,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,MOONEE VALLEY",METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro
15939,15940,T20150017474,Driving accident,Finished,2015/08/21,13:15:00,No,Collision with vehicle,Friday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Day,No,Cross intersection,Other injury accident,70 km/hr,No,144.99135798,-37.80990798,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,YARRA",METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro
15946,15947,T20150016800,Driving accident,Finished,2015/08/07,16:00:00,Yes,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Other injury accident,60 km/hr,No,144.91460944,-37.80138383,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
16026,16027,T20150018593,Driving accident,Finished,2015/09/07,08:00:00,Yes,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,144.96197163,-37.81014287,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELBOURNE_CBD,"MELB_URBAN,MELBOURNE_CBD",MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
16041,16042,T20150017010,Driving accident,Finished,2015/08/15,17:22:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,80 km/hr,No,144.94790522,-37.8260681,MELBOURNE,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Freeway,Metro
16055,16056,T20150015850,Driving accident,Finished,2015/02/07,12:00:00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,144.95797766,-37.79660154,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
16095,16096,T20150019186,Driving accident,Finished,2015/09/12,03:29:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),Yes,Dark Street lights on,No,T intersection,Serious injury accident,60 km/hr,No,144.95562545,-37.80835973,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
16102,16103,T20150014882,Driving accident,Finished,2015/07/17,09:35:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,144.97447486,-37.82506379,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,1.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Freeway,Metro
16114,16115,T20150015479,Driving accident,Finished,2015/07/24,18:40:00,Yes,Collision with vehicle,Friday,LEFT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,No,T intersection,Other injury accident,60 km/hr,No,144.95898346,-37.78770341,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
16117,16118,T20150018674,Driving accident,Finished,2015/09/08,12:00:00,No,No collision and no object struck,Tuesday,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,No,Day,Yes,T intersection,Serious injury accident,Not known,No,144.95884902,-37.82412048,MELBOURNE,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
16123,16124,T20150018753,Driving accident,Finished,2015/09/09,12:25:00,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,144.97865508,-37.84402211,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,MELBOURNE,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
16144,16145,T20150019285,Driving accident,Finished,2015/09/16,14:55:00,No,Struck Pedestrian,Wednesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.92816919,-37.78800289,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,1.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,MOONEE VALLEY",METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro
16145,16146,T20150019291,Driving accident,Finished,2015/09/16,19:10:00,Yes,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,40 km/hr,No,144.95857521,-37.81560202,MELBOURNE,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,1.0,MELBOURNE_CBD,MELBOURNE_CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,Local Road,Metro
16187,16188,T20150017855,Driving accident,Finished,2015/08/27,18:11:00,Yes,Collision with vehicle,Thursday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,144.97597335,-37.83695685,MELBOURNE,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,"MELBOURNE,PORT PHILLIP",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro
